,series_name,metric,geo,genre_id,genre_name,value
223,q50,arpdau,ES,1002,puzzle_sub_hypercasual,0.027019647879162945
224,q50,arpdau,ES,1003,idle_sub_hypercasual,0.060847176365631465
225,q50,arpdau,ES,1004,io_sub_hypercasual,0.003984036219875284
226,q50,arpdau,ES,1137,action_store,0.01996288937800959
227,q50,arpdau,ES,1138,adventure_store,0.005921356182006057
228,q50,arpdau,ES,1139,casual_store,0.009095369966872624
229,q50,arpdau,ES,1140,board_store,0.005258326149022679
230,q50,arpdau,ES,1141,card_store,0.09358373876378184
231,q50,arpdau,ES,1142,casino_store,0.049690969105598594
232,q50,arpdau,ES,1147,puzzle_store,0.010494034528616341
233,q50,arpdau,ES,1148,racing_store,0.00440316170991917
234,q50,arpdau,ES,1149,role_playing_store,0.017064877888601455
235,q50,arpdau,ES,1150,simulation_store,0.017077393779615906
236,q50,arpdau,ES,1151,sports_store,0.02123463724916362
237,q50,arpdau,ES,1152,strategy_store,0.03558072093974578
238,q50,arpdau,ES,1153,trivia_store,0.005273008041560491
239,q50,arpdau,ES,1154,word_store,0.009742959164545208
240,q50,arpdau,ES,1155,arcade_store,0.008447476568349321
241,q50,arpdau,ES,1156,multiplayer_store,0.002221077696360453
242,q50,arpdau,ES,2201,platformer_sub_arcade,0.005506399012191019
243,q50,arpdau,ES,2202,idler_sub_arcade,0.028535742542121472
244,q50,arpdau,ES,2203,shoot_em_up_sub_arcade,0.04792877020580386
245,q50,arpdau,ES,2204,other_arcade_sub_arcade,0.025960527440883466
246,q50,arpdau,ES,2205,tower_defense_sub_arcade,0.06922694756703777
247,q50,arpdau,ES,2206,board_games_sub_arcade,0.013381368295900548
248,q50,arpdau,ES,2303,music_band_sub_lifestyle,0.0006755266796414505
249,q50,arpdau,ES,2401,action_sub_puzzle,0.0011127806254075002
250,q50,arpdau,ES,2402,match3_sub_puzzle,0.015854368388241436
251,q50,arpdau,ES,2403,other_sub_puzzle,0.04851386235839635
252,q50,arpdau,ES,2404,word_games_sub_puzzle,0.009928207004380435
253,q50,arpdau,ES,2405,trivia_games_sub_puzzle,0.04828804800873344
254,q50,arpdau,ES,2406,coloring_games_sub_puzzle,0.00907598169304487
255,q50,arpdau,ES,2407,hidden_objects_sub_puzzle,0.04774455415774022
256,q50,arpdau,ES,2501,adventures_sub_simulation,0.060986354169732304
257,q50,arpdau,ES,2503,tycoon_crafting_sub_simulation,0.03924643903048546
258,q50,arpdau,ES,2507,animal_pet_sub_simulation,0.004408059962336614
259,q50,arpdau,ES,3103,snipers_sub_shooter,0.018918697886420293
260,q50,arpdau,ES,3105,other_shooter_sub_shooter,0.06585721282994901
261,q50,arpdau,ES,3203,fighting_sub_rpg,0.00809138660831202
262,q50,arpdau,ES,3204,mmorpg_sub_rpg,0.053117734211049324
263,q50,arpdau,ES,3301,card_battlers_sub_card,0.10959922393402305
264,q50,arpdau,ES,3405,other_strategy_sub_strategy,0.46627781014665187
265,q50,arpdau,ES,3601,arcade_sports_sub_sports,0.015202049639800378
266,q50,arpdau,ES,3603,other_sports_sub_sports,0.1881811813674794
267,q50,arpdau,ES,3701,arcade_racing_sub_racing,0.06842004309598915
268,q50,arpdau,FR,1001,other_sub_hypercasual,0.025570751702109533
269,q50,arpdau,FR,1002,puzzle_sub_hypercasual,0.018528946279620793
270,q50,arpdau,FR,1003,idle_sub_hypercasual,0.06241870949004295
271,q50,arpdau,FR,1004,io_sub_hypercasual,0.0016958791956584152
272,q50,arpdau,FR,1137,action_store,0.02755439355207919
273,q50,arpdau,FR,1138,adventure_store,0.008303869797417547
274,q50,arpdau,FR,1139,casual_store,0.014025231091027266
275,q50,arpdau,FR,1140,board_store,0.010468789986238002
276,q50,arpdau,FR,1141,card_store,0.08451087351416436
277,q50,arpdau,FR,1142,casino_store,0.04715254827731333
278,q50,arpdau,FR,1147,puzzle_store,0.012553470233590285
279,q50,arpdau,FR,1148,racing_store,0.00467159409521351
280,q50,arpdau,FR,1149,role_playing_store,0.04982007819488062
281,q50,arpdau,FR,1150,simulation_store,0.029371116851579022
282,q50,arpdau,FR,1151,sports_store,0.03105277004890151
283,q50,arpdau,FR,1152,strategy_store,0.05518277967373747
284,q50,arpdau,FR,1153,trivia_store,0.007171516233627076
285,q50,arpdau,FR,1154,word_store,0.007329310080172378
286,q50,arpdau,FR,1155,arcade_store,0.006991220223683397
287,q50,arpdau,FR,1156,multiplayer_store,0.0031486373811014153
288,q50,arpdau,FR,2201,platformer_sub_arcade,0.007381334890305642
289,q50,arpdau,FR,2202,idler_sub_arcade,0.023455249056678153
290,q50,arpdau,FR,2203,shoot_em_up_sub_arcade,0.15915182179638274
291,q50,arpdau,FR,2204,other_arcade_sub_arcade,0.07586853101293242
292,q50,arpdau,FR,2205,tower_defense_sub_arcade,0.09111347798858815
293,q50,arpdau,FR,2206,board_games_sub_arcade,0.023818892374385718
294,q50,arpdau,FR,2303,music_band_sub_lifestyle,0.001087653680252717
295,q50,arpdau,FR,2401,action_sub_puzzle,0.0004730662611625736
296,q50,arpdau,FR,2402,match3_sub_puzzle,0.011784247442517057
297,q50,arpdau,FR,2403,other_sub_puzzle,0.017788047487583416
298,q50,arpdau,FR,2404,word_games_sub_puzzle,0.006512705560418377
299,q50,arpdau,FR,2405,trivia_games_sub_puzzle,0.016195543720743832
300,q50,arpdau,FR,2406,coloring_games_sub_puzzle,0.006199658975784273
301,q50,arpdau,FR,2407,hidden_objects_sub_puzzle,0.19442696736276988
302,q50,arpdau,FR,2501,adventures_sub_simulation,0.08727259848815709
303,q50,arpdau,FR,2503,tycoon_crafting_sub_simulation,0.07590716998130438
304,q50,arpdau,FR,2507,animal_pet_sub_simulation,0.007511920498391904
305,q50,arpdau,FR,3103,snipers_sub_shooter,0.01703818531980006
306,q50,arpdau,FR,3105,other_shooter_sub_shooter,0.11649087499616441
307,q50,arpdau,FR,3203,fighting_sub_rpg,0.030831757700446834
308,q50,arpdau,FR,3204,mmorpg_sub_rpg,0.17313127949526733
309,q50,arpdau,FR,3301,card_battlers_sub_card,0.17938227731757903
310,q50,arpdau,FR,3405,other_strategy_sub_strategy,0.6426077608015763
311,q50,arpdau,FR,3601,arcade_sports_sub_sports,0.02161758663653104
312,q50,arpdau,FR,3603,other_sports_sub_sports,0.2251392997240117
313,q50,arpdau,FR,3701,arcade_racing_sub_racing,0.09257395387548643
314,q50,arpdau,GB,1001,other_sub_hypercasual,0.01657450666256966
315,q50,arpdau,GB,1002,puzzle_sub_hypercasual,0.023440451878109947
316,q50,arpdau,GB,1003,idle_sub_hypercasual,0.07765166513347292
317,q50,arpdau,GB,1004,io_sub_hypercasual,0.0022276992337936416
318,q50,arpdau,GB,1137,action_store,0.015474311207058285
319,q50,arpdau,GB,1138,adventure_store,0.007253780543991057
320,q50,arpdau,GB,1139,casual_store,0.020487024739002605
321,q50,arpdau,GB,1140,board_store,0.03411344383648232
322,q50,arpdau,GB,1141,card_store,0.09024874657703731
323,q50,arpdau,GB,1142,casino_store,0.10295797755267266
324,q50,arpdau,GB,1147,puzzle_store,0.030802337527743192
325,q50,arpdau,GB,1148,racing_store,0.0038840642370818685
326,q50,arpdau,GB,1149,role_playing_store,0.012668264934437831
327,q50,arpdau,GB,1150,simulation_store,0.03198034272186897
328,q50,arpdau,GB,1151,sports_store,0.03550107553341819
329,q50,arpdau,GB,1152,strategy_store,0.07355250674237092
330,q50,arpdau,GB,1153,trivia_store,0.019420274541698642
331,q50,arpdau,GB,1154,word_store,0.013717182080226624
332,q50,arpdau,GB,1155,arcade_store,0.007875100819950775
